app_id,app_name,review_text,rating,thumbs_up,review_date,reply_text,reply_date,source,clean_text,category,prediction_confidence,needs_human_review,sentiment_score,sentiment,dedupe_method,duplicate_group,duplicate_count,priority_score,priority
com.facebook.lite,facebook,najmul,5,0,2026-07-29 09:12:09,,,play_store,najmul,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,52,1,3.52,Low
com.facebook.lite,facebook,utujui,2,0,2026-07-29 09:01:54,,,play_store,utujui,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,55,1,5.77,Medium
com.facebook.lite,facebook,give us new updates,3,0,2026-07-29 08:58:48,,,play_store,give us new updates,Complaint,0.44131657,True,0,Neutral,tfidf_fallback,56,1,5.02,Medium
com.facebook.lite,facebook,extra cool,5,0,2026-07-29 08:53:35,,,play_store,extra cool,Praise,0.64848256,True,0,Neutral,tfidf_fallback,57,1,1.02,Low
com.facebook.lite,facebook,i support this app,5,0,2026-07-29 08:52:31,,,play_store,i support this app,Feature Request,0.49334893,True,0,Neutral,tfidf_fallback,58,1,2.52,Low
com.facebook.lite,facebook,cool cool chhe Aare bhai ye sab tiwgcm veer veer bhul bhuk desh teen,4,0,2026-07-29 08:47:30,,,play_store,cool cool chhe aare bhai ye sab tiwgcm veer veer bhul bhuk desh teen,Praise,0.7438201,True,0,Neutral,tfidf_fallback,59,1,1.77,Low
com.facebook.lite,facebook,its showing wrong data maximum time,1,0,2026-07-29 08:32:48,,,play_store,its showing wrong data maximum time,Complaint,0.6333159,True,0,Neutral,tfidf_fallback,61,1,6.52,High
com.facebook.lite,facebook,very very happy facebook use me and happy knowledge me in facebook i like lite facebook and useful,5,0,2026-07-29 08:20:56,,,play_store,very very happy facebook use me and happy knowledge me in facebook i like lite facebook and useful,Praise,0.67419976,True,1,Positive,tfidf_fallback,63,1,1.02,Low
com.facebook.lite,facebook,very beautiful 💓,4,0,2026-07-29 08:19:40,,,play_store,very beautiful 💓,Praise,0.9143159,True,0,Neutral,tfidf_fallback,64,2,2.074,Low
com.facebook.lite,facebook,og MaL,5,0,2026-07-29 08:17:33,,,play_store,og mal,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,65,1,3.52,Low
com.facebook.lite,facebook,ধন্যবাদ সবাইকে সব কিছুর জন্য 🥰🥰,5,0,2026-07-29 08:17:13,,,play_store,ধন্যবাদ সবাইকে সব কিছুর জন্য 🥰🥰,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,66,1,3.52,Low
com.facebook.lite,facebook,kobe golo,1,0,2026-07-29 08:16:52,,,play_store,kobe golo,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,67,1,6.52,High
com.facebook.lite,facebook,সুমন ভাইয়ের বাইক ট্যুর So beautiful apps,5,0,2026-07-29 07:58:32,,,play_store,সুমন ভাইয়ের বাইক ট্যুর so beautiful apps,Praise,0.868179,True,0,Neutral,tfidf_fallback,69,1,1.02,Low
com.facebook.lite,facebook,"this app is abnormally function, you will hear some music when you open it.",1,0,2026-07-29 07:53:41,,,play_store,"this app is abnormally function, you will hear some music when you open it.",Praise,0.5225178,True,0,Neutral,tfidf_fallback,70,1,4.02,Medium
com.facebook.lite,facebook,جيد جدا افتح,3,0,2026-07-29 07:47:17,,,play_store,جيد جدا افتح,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,71,1,5.02,Medium
com.facebook.lite,facebook,i am paula paciteng lucioc,5,0,2026-07-29 07:45:40,,,play_store,i am paula paciteng lucioc,Praise,0.7606238,True,0,Neutral,tfidf_fallback,72,1,1.02,Low
com.facebook.lite,facebook,Piss poor,1,0,2026-07-29 07:40:19,,,play_store,piss poor,Complaint,0.8530732,True,0,Neutral,tfidf_fallback,73,1,6.52,High
com.facebook.lite,facebook,විදුෂාන්,5,0,2026-07-29 07:40:02,,,play_store,විදුෂාන්,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,74,1,3.52,Low
com.facebook.lite,facebook,Harish saud,1,0,2026-07-29 07:38:33,,,play_store,harish saud,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,76,1,6.52,High
com.facebook.lite,facebook,हाय 🖐️,5,0,2026-07-29 07:38:20,,,play_store,हाय 🖐️,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,77,1,3.52,Low
com.facebook.lite,facebook,execelent,5,0,2026-07-29 07:34:48,,,play_store,execelent,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,78,1,3.52,Low
com.facebook.lite,facebook,there's a bug I keep removing the other account of my friends who log on my phone but it keep coming back,2,1,2026-07-29 07:31:34,,,play_store,there's a bug i keep removing the other account of my friends who log on my phone but it keep coming back,Bug,0.67384624,True,-1,Negative,tfidf_fallback,79,1,7.116,High
com.facebook.lite,facebook,nic,5,0,2026-07-29 07:30:05,,,play_store,nic,Complaint,0.7052186,True,0,Neutral,tfidf_fallback,80,8,4.648,Medium
com.facebook.lite,facebook,"Dear facebook team Please help My facebook account has been disabled without any reason...and i am not break any rules of facebook, so pls i request you pls check my account again and back me as soon as posible My account Rahul Singh",2,0,2026-07-29 07:25:11,,,play_store,"dear facebook team please help my facebook account has been disabled without any reason...and i am not break any rules of facebook, so pls i request you pls check my account again and back me as soon as posible my account rahul singh",Complaint,0.9089325,True,0,Neutral,tfidf_fallback,81,1,5.77,Medium
com.facebook.lite,facebook,jos,5,0,2026-07-29 07:15:22,,,play_store,jos,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,82,1,3.52,Low
com.facebook.lite,facebook,too much scam,1,1,2026-07-29 07:02:05,,,play_store,too much scam,Complaint,0.5906918,True,0,Neutral,tfidf_fallback,84,1,6.866,High
com.facebook.lite,facebook,love Facebook,5,0,2026-07-29 06:40:16,,,play_store,love facebook,Praise,0.9383652,True,1,Positive,tfidf_fallback,86,5,1.844,Low
com.facebook.lite,facebook,Tôi thực sự yêu nó nhưng có thể nó sẽ tiếp tục tốt đẹp và không bao giờ quay trở lại,5,0,2026-07-29 06:29:46,,,play_store,tôi thực sự yêu nó nhưng có thể nó sẽ tiếp tục tốt đẹp và không bao giờ quay trở lại,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,87,1,3.52,Low
com.facebook.lite,facebook,pat 2,5,0,2026-07-29 06:22:55,,,play_store,pat 2,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,89,1,3.52,Low
com.facebook.lite,facebook,great,4,1,2026-07-29 06:21:58,,,play_store,great,Praise,0.94572586,True,1,Positive,tfidf_fallback,90,68,4.772,Medium
com.facebook.lite,facebook,Like,5,0,2026-07-29 06:09:37,,,play_store,like,Praise,0.656874,True,0,Neutral,tfidf_fallback,92,10,2.298,Low
com.facebook.lite,facebook,okyyy,3,0,2026-07-29 06:08:26,,,play_store,okyyy,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,93,1,5.02,Medium
com.facebook.lite,facebook,♥️❤️‍🔥,5,0,2026-07-29 06:07:14,,,play_store,♥️❤️‍🔥,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,94,1,3.52,Low
com.facebook.lite,facebook,install facebook,5,0,2026-07-29 05:50:35,,,play_store,install facebook,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,96,1,3.52,Low
com.facebook.lite,facebook,i like these ap because i can cummonicate with others,5,1,2026-07-29 05:35:28,,,play_store,i like these ap because i can cummonicate with others,Complaint,0.6253873,True,0,Neutral,tfidf_fallback,100,1,3.866,Low
com.facebook.lite,facebook,open my face book,4,0,2026-07-29 05:35:22,,,play_store,open my face book,Complaint,0.46372166,True,0,Neutral,tfidf_fallback,101,1,4.27,Medium
com.facebook.lite,facebook,slow,1,0,2026-07-29 05:25:03,,,play_store,slow,Complaint,0.8532818,True,-1,Negative,tfidf_fallback,103,5,7.344,High
com.facebook.lite,facebook,i love it when I make friends and meet more people it like travelling around the world,4,0,2026-07-29 05:00:44,,,play_store,i love it when i make friends and meet more people it like travelling around the world,Complaint,0.5710523,True,1,Positive,tfidf_fallback,106,1,4.27,Medium
com.facebook.lite,facebook,ভালোই,5,0,2026-07-29 04:56:26,,,play_store,ভালোই,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,107,1,3.52,Low
com.facebook.lite,facebook,❤️,5,0,2026-07-29 04:56:04,,,play_store,❤️,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,108,1,3.52,Low
com.facebook.lite,facebook,Stargold,5,0,2026-07-29 04:52:54,,,play_store,stargold,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,109,1,3.52,Low
com.facebook.lite,facebook,Ok,5,0,2026-07-29 04:50:45,,,play_store,ok,Praise,0.54720646,True,0,Neutral,tfidf_fallback,111,64,3.631,Low
com.facebook.lite,facebook,thank you app,5,1,2026-07-29 04:31:03,,,play_store,thank you app,Praise,0.87441474,True,0,Neutral,tfidf_fallback,113,1,1.366,Low
com.facebook.lite,facebook,essier to comunacate,5,0,2026-07-29 04:26:30,,,play_store,essier to comunacate,Complaint,0.46235487,True,0,Neutral,tfidf_fallback,115,1,3.52,Low
com.facebook.lite,facebook,iloveyou,5,0,2026-07-29 04:15:26,,,play_store,iloveyou,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,116,1,3.52,Low
com.facebook.lite,facebook,allow us to have the access to log in with no approval needed,1,0,2026-07-29 04:15:21,,,play_store,allow us to have the access to log in with no approval needed,Complaint,0.9213689,True,0,Neutral,tfidf_fallback,117,1,6.52,High
com.facebook.lite,facebook,awesome,5,0,2026-07-29 04:08:38,,,play_store,awesome,Praise,0.9367801,True,0,Neutral,tfidf_fallback,15,41,3.303,Low
com.facebook.lite,facebook,i like to close my Facebook account and delete my profile,1,0,2026-07-29 04:06:27,,,play_store,i like to close my facebook account and delete my profile,Complaint,0.9165072,True,0,Neutral,tfidf_fallback,119,1,6.52,High
com.facebook.lite,facebook,hlela,1,0,2026-07-29 04:02:58,,,play_store,hlela,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,121,1,6.52,High
com.facebook.lite,facebook,Qamarzaman,1,0,2026-07-29 04:01:11,,,play_store,qamarzaman,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,122,1,6.52,High
com.facebook.lite,facebook,BRING BACK MY ACCOUNT,1,0,2026-07-29 03:51:11,,,play_store,bring back my account,Complaint,0.6335938,True,0,Neutral,tfidf_fallback,123,1,6.52,High
com.facebook.lite,facebook,ang pangit ni facebook Ngayon,1,0,2026-07-29 03:44:49,,,play_store,ang pangit ni facebook ngayon,Complaint,0.57694805,True,0,Neutral,tfidf_fallback,124,1,6.52,High
com.facebook.lite,facebook,I will 0,5,0,2026-07-29 03:39:52,,,play_store,i will 0,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,125,1,3.52,Low
com.facebook.lite,facebook,I highly recommend this page because of its original and engaging content.,5,0,2026-07-29 03:35:14,,,play_store,i highly recommend this page because of its original and engaging content.,Complaint,0.6479413,True,0,Neutral,tfidf_fallback,127,1,3.52,Low
com.facebook.lite,facebook,I have more expries,5,1,2026-07-29 03:32:53,,,play_store,i have more expries,Complaint,0.5129584,True,0,Neutral,tfidf_fallback,129,1,3.866,Low
com.facebook.lite,facebook,Everything I have ever dreamt of is in one app,5,0,2026-07-29 03:22:57,,,play_store,everything i have ever dreamt of is in one app,Complaint,0.67049986,True,0,Neutral,tfidf_fallback,132,1,3.52,Low
com.facebook.lite,facebook,tanginamo nananahimik account ko d-disable mo nanaman,1,0,2026-07-29 03:22:26,,,play_store,tanginamo nananahimik account ko d-disable mo nanaman,Complaint,0.55378157,True,0,Neutral,tfidf_fallback,133,1,6.52,High
com.facebook.lite,facebook,happy,5,0,2026-07-29 03:18:11,,,play_store,happy,Praise,0.68591714,True,0,Neutral,tfidf_fallback,36,5,1.844,Low
com.facebook.lite,facebook,lovely 😍,5,0,2026-07-29 03:17:29,,,play_store,lovely 😍,Praise,0.7293676,True,0,Neutral,tfidf_fallback,134,9,2.227,Low
com.facebook.lite,facebook,fahim,3,0,2026-07-29 03:10:58,,,play_store,fahim,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,135,1,5.02,Medium
com.facebook.lite,facebook,😍😍😍,5,0,2026-07-29 03:02:19,,,play_store,😍😍😍,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,136,1,3.52,Low
com.facebook.lite,facebook,So far I'm enjoying the app no complaints currently,5,0,2026-07-29 03:01:13,,,play_store,so far i'm enjoying the app no complaints currently,Complaint,0.940277,True,0,Neutral,tfidf_fallback,137,1,3.52,Low
com.facebook.lite,facebook,Nigeria,5,0,2026-07-29 02:53:19,,,play_store,nigeria,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,139,1,3.52,Low
com.facebook.lite,facebook,"Pilnie poszukujemy (6 mężczyzn lub kobiet) osób do pracy przy ulotkach. Wszystkie prace będą wykonywane w domu. Praca polega na pakowaniu listów lub innych materiałów do kopert i pudełek, a następnie wysyłaniu ich pocztą.",5,0,2026-07-29 02:48:24,,,play_store,"pilnie poszukujemy (6 mężczyzn lub kobiet) osób do pracy przy ulotkach. wszystkie prace będą wykonywane w domu. praca polega na pakowaniu listów lub innych materiałów do kopert i pudełek, a następnie wysyłaniu ich pocztą.",Complaint,0.6626958,True,0,Neutral,tfidf_fallback,140,1,3.52,Low
com.facebook.lite,facebook,it's is so goodddddd,5,0,2026-07-29 02:32:51,,,play_store,it's is so goodddddd,Praise,0.6916893,True,0,Neutral,tfidf_fallback,142,1,1.02,Low
com.facebook.lite,facebook,ok,5,0,2026-07-29 02:29:07,,,play_store,ok,Praise,0.54720646,True,0,Neutral,tfidf_fallback,111,64,3.631,Low
com.facebook.lite,facebook,Beautiful,5,0,2026-07-29 02:27:47,,,play_store,beautiful,Praise,0.8441094,True,0,Neutral,tfidf_fallback,144,6,1.959,Low
com.facebook.lite,facebook,goood,5,1,2026-07-29 02:26:24,,,play_store,goood,Praise,0.624853,True,0,Neutral,tfidf_fallback,145,6,2.306,Low
com.facebook.lite,facebook,great service,4,1,2026-07-29 02:23:35,,,play_store,great service,Praise,0.94572586,True,1,Positive,tfidf_fallback,147,1,2.116,Low
com.facebook.lite,facebook,always alhamdulilah,5,0,2026-07-29 02:16:09,,,play_store,always alhamdulilah,Complaint,0.5341623,True,0,Neutral,tfidf_fallback,148,1,3.52,Low
com.facebook.lite,facebook,I'm fully excited with the app,5,0,2026-07-29 01:53:07,,,play_store,i'm fully excited with the app,Complaint,0.44982937,True,0,Neutral,tfidf_fallback,150,1,3.52,Low
com.facebook.lite,facebook,"a subscription smoke alarm, 100% NO , is that even EU compliant",1,0,2026-07-29 01:45:39,,,play_store,"a subscription smoke alarm, 100% no , is that even eu compliant",Complaint,0.84884936,True,0,Neutral,tfidf_fallback,153,1,6.52,High
com.facebook.lite,facebook,i need to push account,5,0,2026-07-29 01:39:06,,,play_store,i need to push account,Complaint,0.5721581,True,0,Neutral,tfidf_fallback,154,1,3.52,Low
com.facebook.lite,facebook,optional,5,1,2026-07-29 01:36:24,,,play_store,optional,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,155,1,3.866,Low
com.facebook.lite,facebook,rasel,5,1,2026-07-29 01:34:43,,,play_store,rasel,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,156,1,3.866,Low
com.facebook.lite,facebook,Very enjoyable,5,0,2026-07-29 01:31:51,,,play_store,very enjoyable,Praise,0.5928665,True,0,Neutral,tfidf_fallback,157,1,1.02,Low
com.facebook.lite,facebook,Music 🎶 and Dancing,5,0,2026-07-29 01:31:04,,,play_store,music 🎶 and dancing,Praise,0.4508993,True,0,Neutral,tfidf_fallback,158,1,1.02,Low
com.facebook.lite,facebook,👍,5,0,2026-07-29 01:25:57,,,play_store,👍,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,159,1,3.52,Low
com.facebook.lite,facebook,submit,5,0,2026-07-29 01:25:36,,,play_store,submit,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,160,1,3.52,Low
com.facebook.lite,facebook,👀💪,5,0,2026-07-29 01:22:36,,,play_store,👀💪,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,161,1,3.52,Low
com.facebook.lite,facebook,Alii yuusuf,5,0,2026-07-29 01:19:53,,,play_store,alii yuusuf,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,162,1,3.52,Low
com.facebook.lite,facebook,very perfect,5,0,2026-07-29 01:19:00,,,play_store,very perfect,Praise,0.86913,True,0,Neutral,tfidf_fallback,163,1,1.02,Low
com.facebook.lite,facebook,😮‍💨,5,0,2026-07-29 01:16:52,,,play_store,😮‍💨,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,164,1,3.52,Low
com.facebook.lite,facebook,habibu musa,5,0,2026-07-29 01:12:46,,,play_store,habibu musa,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,165,1,3.52,Low
com.facebook.lite,facebook,zomba,5,1,2026-07-29 01:08:43,,,play_store,zomba,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,166,1,3.866,Low
com.facebook.lite,facebook,awesome,5,0,2026-07-29 01:05:43,,,play_store,awesome,Praise,0.9367801,True,0,Neutral,tfidf_fallback,15,41,3.303,Low
com.facebook.lite,facebook,am aman of no nonsense but good in talking,5,0,2026-07-29 01:04:18,,,play_store,am aman of no nonsense but good in talking,Complaint,0.9145975,True,1,Positive,tfidf_fallback,167,1,3.52,Low
com.facebook.lite,facebook,natural taste of goodies,5,0,2026-07-29 00:59:54,,,play_store,natural taste of goodies,Complaint,0.6729315,True,0,Neutral,tfidf_fallback,168,1,3.52,Low
com.facebook.lite,facebook,(000000000000∅000000000000000),5,0,2026-07-29 00:48:40,,,play_store,(000000000000∅000000000000000),Complaint,0.46711525,True,0,Neutral,tfidf_fallback,169,1,3.52,Low
com.facebook.lite,facebook,i love Facebook,5,0,2026-07-29 00:48:12,,,play_store,i love facebook,Praise,0.9383652,True,1,Positive,tfidf_fallback,86,5,1.844,Low
com.facebook.lite,facebook,💘,5,0,2026-07-29 00:47:14,,,play_store,💘,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,170,1,3.52,Low
com.facebook.lite,facebook,Mazba,5,0,2026-07-29 00:46:59,,,play_store,mazba,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,172,1,3.52,Low
com.facebook.lite,facebook,sorry,5,0,2026-07-29 00:46:16,,,play_store,sorry,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,173,1,3.52,Low
com.facebook.lite,facebook,Amazing,5,0,2026-07-29 00:40:27,,,play_store,amazing,Praise,0.8699503,True,1,Positive,tfidf_fallback,174,28,3.025,Low
com.facebook.lite,facebook,🔥🔥🔥,5,0,2026-07-29 00:35:59,,,play_store,🔥🔥🔥,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,175,1,3.52,Low
