app_id,app_name,review_text,rating,thumbs_up,review_date,reply_text,reply_date,source,clean_text,category,prediction_confidence,needs_human_review,sentiment_score,sentiment,dedupe_method,duplicate_group,duplicate_count,priority_score,priority
com.instagram.android,instagram,hii instagram 10k follow kara do,5,0,2026-07-29 08:47:39,,,play_store,hii instagram 10k follow kara do,Praise,0.6203794,True,0,Neutral,tfidf_fallback,19,1,1.02,Low
com.instagram.android,instagram,"anti india , i( 🥒 )nvmn legallly and directly challlenging instagram in international court of justice and international criminal court and united nations , nearly dozen accounts of mine were suspended , what crime did i do ? with 89 criminal cases , revanth reddy has become cm of telangana , pathetic( ⭕ )instagram",1,0,2026-07-29 08:47:18,,,play_store,"anti india , i( 🥒 )nvmn legallly and directly challlenging instagram in international court of justice and international criminal court and united nations , nearly dozen accounts of mine were suspended , what crime did i do ? with 89 criminal cases , revanth reddy has become cm of telangana , pathetic( ⭕ )instagram",Complaint,0.7264079,True,0,Neutral,tfidf_fallback,21,1,6.52,High
com.instagram.android,instagram,it's like crack that does psychic damage,1,0,2026-07-29 08:46:51,,,play_store,it's like crack that does psychic damage,Complaint,0.57852286,True,0,Neutral,tfidf_fallback,22,1,6.52,High
com.instagram.android,instagram,miduna 12 rowdy queen ..👀,5,0,2026-07-29 08:42:32,,,play_store,miduna 12 rowdy queen ..👀,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,25,1,3.52,Low
com.instagram.android,instagram,I like,5,0,2026-07-29 08:42:31,,,play_store,i like,Praise,0.656874,True,0,Neutral,tfidf_fallback,26,1,1.02,Low
com.instagram.android,instagram,X Dipak love you too,5,0,2026-07-29 08:41:46,,,play_store,x dipak love you too,Praise,0.92471147,True,1,Positive,tfidf_fallback,27,1,1.02,Low
com.instagram.android,instagram,"ig oon makin sini makin suka ngelag gajelas, mana kadang error lagi",1,0,2026-07-29 08:41:42,,,play_store,"ig oon makin sini makin suka ngelag gajelas, mana kadang error lagi",Complaint,0.5286026,True,0,Neutral,tfidf_fallback,28,1,6.52,High
com.instagram.android,instagram,algorithm please meri id mat band karna baki insta bohot axa plate from h and please algorithm support me👀✋🙏,5,0,2026-07-29 08:40:46,,,play_store,algorithm please meri id mat band karna baki insta bohot axa plate from h and please algorithm support me👀✋🙏,Complaint,0.88784516,True,0,Neutral,tfidf_fallback,29,1,3.52,Low
com.instagram.android,instagram,raushan babu,5,0,2026-07-29 08:38:32,,,play_store,raushan babu,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,31,1,3.52,Low
com.instagram.android,instagram,actually I am updating it daily the new features is not coming also it is not updating when I am posting a video it only stops the app doesn't work so what should I do it's like in zero I want to give a zero review 0,1,0,2026-07-29 08:38:10,,,play_store,actually i am updating it daily the new features is not coming also it is not updating when i am posting a video it only stops the app doesn't work so what should i do it's like in zero i want to give a zero review 0,Complaint,0.8558349,True,0,Neutral,tfidf_fallback,32,1,6.52,High
com.instagram.android,instagram,"I love Instagram, I can watch my Grandson Kart races",5,0,2026-07-29 08:37:01,,,play_store,"i love instagram, i can watch my grandson kart races",Praise,0.8652877,True,1,Positive,tfidf_fallback,33,1,1.02,Low
com.instagram.android,instagram,everytime I open Instagram it keeps saying wrong password,1,0,2026-07-29 08:36:31,,,play_store,everytime i open instagram it keeps saying wrong password,Praise,0.41277182,True,0,Neutral,tfidf_fallback,35,1,4.02,Medium
com.instagram.android,instagram,मनफूल,5,0,2026-07-29 08:36:08,,,play_store,मनफूल,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,36,1,3.52,Low
com.instagram.android,instagram,acha h,5,0,2026-07-29 08:35:12,,,play_store,acha h,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,37,1,3.52,Low
com.instagram.android,instagram,"biased suggestions, meta have no respect for Indian gov and people",1,0,2026-07-29 08:34:37,,,play_store,"biased suggestions, meta have no respect for indian gov and people",Complaint,0.80999714,True,0,Neutral,tfidf_fallback,38,1,6.52,High
com.instagram.android,instagram,i can't download it for no reason,1,0,2026-07-29 08:33:39,,,play_store,i can't download it for no reason,Complaint,0.86176366,True,0,Neutral,tfidf_fallback,39,1,6.52,High
com.instagram.android,instagram,Lovely app,5,0,2026-07-29 08:33:37,,,play_store,lovely app,Praise,0.8296847,True,0,Neutral,tfidf_fallback,40,1,1.02,Low
com.instagram.android,instagram,wow,5,1,2026-07-29 08:28:10,,,play_store,wow,Praise,0.6070884,True,0,Neutral,tfidf_fallback,43,2,1.671,Low
com.instagram.android,instagram,"literal trash, after updating the app, it isn't opening",1,0,2026-07-29 08:27:23,,,play_store,"literal trash, after updating the app, it isn't opening",Complaint,0.7851811,True,0,Neutral,tfidf_fallback,44,1,6.52,High
com.instagram.android,instagram,supar 😍,5,1,2026-07-29 08:27:00,,,play_store,supar 😍,Praise,0.4600092,True,0,Neutral,tfidf_fallback,45,1,1.366,Low
com.instagram.android,instagram,New to in,5,1,2026-07-29 08:25:23,,,play_store,new to in,Complaint,0.4750164,True,0,Neutral,tfidf_fallback,50,1,3.866,Low
com.instagram.android,instagram,thenks for instagram,5,1,2026-07-29 08:24:50,,,play_store,thenks for instagram,Praise,0.68434274,True,0,Neutral,tfidf_fallback,51,1,1.366,Low
com.instagram.android,instagram,give me fame i give a 2 house to random people,5,1,2026-07-29 08:20:54,,,play_store,give me fame i give a 2 house to random people,Complaint,0.65887535,True,0,Neutral,tfidf_fallback,53,1,3.866,Low
com.instagram.android,instagram,hallo instagram mi mira messge ka opsan nahi arha hi please tik kar digi 🙏,5,1,2026-07-29 08:20:49,,,play_store,hallo instagram mi mira messge ka opsan nahi arha hi please tik kar digi 🙏,Praise,0.5386408,True,0,Neutral,tfidf_fallback,54,1,1.366,Low
com.instagram.android,instagram,❤️,5,1,2026-07-29 08:20:33,,,play_store,❤️,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,55,1,3.866,Low
com.instagram.android,instagram,"Dear Instagram Team, my account (hari_andharae) has been deactivated. I believe this is a mistake as I have always followed all community guidelines and terms of service. I request you to please review my account and reactivate it as soon as possible. Thank you for your time and assistance.""",1,0,2026-07-29 08:19:24,,,play_store,"dear instagram team, my account (hari_andharae) has been deactivated. i believe this is a mistake as i have always followed all community guidelines and terms of service. i request you to please review my account and reactivate it as soon as possible. thank you for your time and assistance.""",Complaint,0.59575087,True,0,Neutral,tfidf_fallback,57,2,6.824,High
com.instagram.android,instagram,aarti gota,1,1,2026-07-29 08:19:18,,,play_store,aarti gota,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,58,1,6.866,High
com.instagram.android,instagram,Addicted app if you ones enter in it then it will ruin your life if you work on it negatively,1,0,2026-07-29 08:18:55,,,play_store,addicted app if you ones enter in it then it will ruin your life if you work on it negatively,Complaint,0.48912042,True,0,Neutral,tfidf_fallback,59,1,6.52,High
com.instagram.android,instagram,Biased application,1,0,2026-07-29 08:18:50,,,play_store,biased application,Complaint,0.46610415,True,0,Neutral,tfidf_fallback,60,1,6.52,High
com.instagram.android,instagram,suppe,5,1,2026-07-29 08:18:40,,,play_store,suppe,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,61,1,3.866,Low
com.instagram.android,instagram,"in my id ,I can't get option of repost even I reported in help centre but they haven't responded yet! it's the worse issue I ever had",2,0,2026-07-29 08:18:33,,,play_store,"in my id ,i can't get option of repost even i reported in help centre but they haven't responded yet! it's the worse issue i ever had",Complaint,0.8175979,True,-1,Negative,tfidf_fallback,62,1,5.77,Medium
com.instagram.android,instagram,"Dear Instagram Team, my account (@hari_andharae) has been deactivated. I believe this is a mistake as I have always followed all community guidelines and terms of service. I request you to please review my account and reactivate it as soon as possible. Thank you for your time and assistance.""",1,0,2026-07-29 08:18:33,,,play_store,"dear instagram team, my account (@hari_andharae) has been deactivated. i believe this is a mistake as i have always followed all community guidelines and terms of service. i request you to please review my account and reactivate it as soon as possible. thank you for your time and assistance.""",Complaint,0.59575087,True,0,Neutral,tfidf_fallback,57,2,6.824,High
com.instagram.android,instagram,sani,5,1,2026-07-29 08:18:31,,,play_store,sani,Praise,0.4660333,True,0,Neutral,tfidf_fallback,63,1,1.366,Low
com.instagram.android,instagram,todo perfecto 👌🏻,5,0,2026-07-29 08:18:01,,,play_store,todo perfecto 👌🏻,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,64,1,3.52,Low
com.instagram.android,instagram,meta politically motivated organisation. needs to be banned in india.,1,0,2026-07-29 08:17:41,,,play_store,meta politically motivated organisation. needs to be banned in india.,Complaint,0.76717156,True,0,Neutral,tfidf_fallback,65,1,6.52,High
com.instagram.android,instagram,i like always one app only Instagram 🤘✅,1,0,2026-07-29 08:16:04,,,play_store,i like always one app only instagram 🤘✅,Praise,0.7679293,True,0,Neutral,tfidf_fallback,67,1,4.02,Medium
com.instagram.android,instagram,instagram app log out please my female problem please,5,0,2026-07-29 08:16:03,,,play_store,instagram app log out please my female problem please,Complaint,0.8455502,True,-1,Negative,tfidf_fallback,68,1,3.52,Low
com.instagram.android,instagram,luckeyluckey,5,0,2026-07-29 08:15:28,,,play_store,luckeyluckey,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,69,1,3.52,Low
com.instagram.android,instagram,Useless,1,0,2026-07-29 08:15:04,,,play_store,useless,Complaint,0.77308255,True,0,Neutral,tfidf_fallback,70,1,6.52,High
com.instagram.android,instagram,Like 🥰 App,5,0,2026-07-29 08:14:52,,,play_store,like 🥰 app,Praise,0.63538367,True,0,Neutral,tfidf_fallback,71,1,1.02,Low
com.instagram.android,instagram,"it is helpful to provide information abouts nature, technology, and counties.it is helpful to find our best friends,so it is good to gain knowledge about our society",5,0,2026-07-29 08:10:52,,,play_store,"it is helpful to provide information abouts nature, technology, and counties.it is helpful to find our best friends,so it is good to gain knowledge about our society",Praise,0.8263657,True,2,Positive,tfidf_fallback,72,1,1.02,Low
com.instagram.android,instagram,great,5,0,2026-07-29 08:09:43,,,play_store,great,Praise,0.94572586,True,1,Positive,tfidf_fallback,74,1,1.02,Low
com.instagram.android,instagram,Fantastic app,5,0,2026-07-29 08:09:35,,,play_store,fantastic app,Praise,0.71228176,True,0,Neutral,tfidf_fallback,75,2,1.324,Low
com.instagram.android,instagram,sahil khitak,1,0,2026-07-29 08:09:02,,,play_store,sahil khitak,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,78,1,6.52,High
com.instagram.android,instagram,please viral my reels and video,5,0,2026-07-29 08:06:24,,,play_store,please viral my reels and video,Complaint,0.4817318,True,0,Neutral,tfidf_fallback,82,1,3.52,Low
com.instagram.android,instagram,this app is not updating,5,0,2026-07-29 08:06:13,,,play_store,this app is not updating,Praise,0.74205434,True,0,Neutral,tfidf_fallback,83,1,1.02,Low
com.instagram.android,instagram,fantastic app,5,0,2026-07-29 08:05:07,,,play_store,fantastic app,Praise,0.71228176,True,0,Neutral,tfidf_fallback,75,2,1.324,Low
com.instagram.android,instagram,"this is the worst app I have ever seen. i have created more than 60 ID's because this app always suspend my I'd in just 5 min after creation saying that it goes against instagram community guidelines but there is nothing that goes against guidelines, I am now tired of being suspended 100s of times now I am leaving this app until they not fixing this suspension issue and I suggest you too to not use this worst app this is full of bug",1,0,2026-07-29 08:04:41,,,play_store,"this is the worst app i have ever seen. i have created more than 60 id's because this app always suspend my i'd in just 5 min after creation saying that it goes against instagram community guidelines but there is nothing that goes against guidelines, i am now tired of being suspended 100s of times now i am leaving this app until they not fixing this suspension issue and i suggest you too to not use this worst app this is full of bug",Bug,0.6319207,True,-3,Negative,tfidf_fallback,85,1,7.52,High
com.instagram.android,instagram,Mind Hacker app 😒,5,0,2026-07-29 08:04:27,,,play_store,mind hacker app 😒,Complaint,0.59465367,True,0,Neutral,tfidf_fallback,87,1,3.52,Low
com.instagram.android,instagram,public,5,0,2026-07-29 08:02:51,,,play_store,public,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,88,1,3.52,Low
com.instagram.android,instagram,Too much ad,2,1,2026-07-29 08:01:49,,,play_store,too much ad,Praise,0.5179171,True,0,Neutral,tfidf_fallback,89,1,3.616,Low
com.instagram.android,instagram,AnkitNishad,4,0,2026-07-29 08:01:41,,,play_store,ankitnishad,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,90,1,4.27,Medium
com.instagram.android,instagram,my Instagram reelsch grow karo,5,0,2026-07-29 08:00:43,,,play_store,my instagram reelsch grow karo,Praise,0.72455555,True,0,Neutral,tfidf_fallback,91,1,1.02,Low
com.instagram.android,instagram,📈💥,5,0,2026-07-29 07:57:41,,,play_store,📈💥,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,92,1,3.52,Low
com.instagram.android,instagram,what is there to not like about IG? Come on now!!,5,0,2026-07-29 07:56:50,,,play_store,what is there to not like about ig? come on now!!,Complaint,0.81588817,True,0,Neutral,tfidf_fallback,93,1,3.52,Low
com.instagram.android,instagram,💯💯💯💯,4,0,2026-07-29 07:56:49,,,play_store,💯💯💯💯,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,94,1,4.27,Medium
com.instagram.android,instagram,😞🤒😭✅,4,0,2026-07-29 07:55:25,,,play_store,😞🤒😭✅,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,95,1,4.27,Medium
com.instagram.android,instagram,Fu*k this App was don sand me the code,1,0,2026-07-29 07:55:18,,,play_store,fu*k this app was don sand me the code,Complaint,0.7939317,True,0,Neutral,tfidf_fallback,96,1,6.52,High
com.instagram.android,instagram,it is useful for me because to giving today's news ❤️,5,0,2026-07-29 07:53:23,,,play_store,it is useful for me because to giving today's news ❤️,Feature Request,0.51554674,True,1,Positive,tfidf_fallback,97,1,2.52,Low
com.instagram.android,instagram,"u,u",5,0,2026-07-29 07:52:29,,,play_store,"u,u",Complaint,0.46711525,True,0,Neutral,tfidf_fallback,98,1,3.52,Low
com.instagram.android,instagram,don't download instagram again because instagram banned my 8-9 account without any reason,1,0,2026-07-29 07:51:37,,,play_store,don't download instagram again because instagram banned my 8-9 account without any reason,Complaint,0.8855074,True,0,Neutral,tfidf_fallback,99,1,6.52,High
com.instagram.android,instagram,Full of bugs .,1,0,2026-07-29 07:51:03,,,play_store,full of bugs .,Bug,0.86972046,True,0,Neutral,tfidf_fallback,100,1,7.52,High
com.instagram.android,instagram,FUN fun 😊,5,0,2026-07-29 07:50:28,,,play_store,fun fun 😊,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,101,1,3.52,Low
com.instagram.android,instagram,bad,1,0,2026-07-29 07:49:05,,,play_store,bad,Complaint,0.94589376,True,-1,Negative,tfidf_fallback,103,1,6.52,High
com.instagram.android,instagram,mast,5,0,2026-07-29 07:48:51,,,play_store,mast,Praise,0.57753724,True,0,Neutral,tfidf_fallback,104,1,1.02,Low
com.instagram.android,instagram,urinary video very different very poor reel chalane mein,1,0,2026-07-29 07:48:49,,,play_store,urinary video very different very poor reel chalane mein,Complaint,0.7168077,True,0,Neutral,tfidf_fallback,105,1,6.52,High
com.instagram.android,instagram,Beat advertisement placement,5,0,2026-07-29 07:46:59,,,play_store,beat advertisement placement,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,107,1,3.52,Low
com.instagram.android,instagram,kis baat par Mera account suspend kar diya Gaya Hai 6-6 account suspend hai MI account no suspend please 😭,5,0,2026-07-29 07:46:33,,,play_store,kis baat par mera account suspend kar diya gaya hai 6-6 account suspend hai mi account no suspend please 😭,Complaint,0.9467829,True,0,Neutral,tfidf_fallback,109,1,3.52,Low
com.instagram.android,instagram,mahima. Kumari,5,0,2026-07-29 07:46:00,,,play_store,mahima. kumari,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,110,1,3.52,Low
com.instagram.android,instagram,🎀,5,0,2026-07-29 07:45:35,,,play_store,🎀,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,112,1,3.52,Low
com.instagram.android,instagram,"""Words like this make it all worth it. 💛"" ""Best kind of feedback. ✨"" ""Client love right here."" ""10/10 would read again.""",5,0,2026-07-29 07:45:29,,,play_store,"""words like this make it all worth it. 💛"" ""best kind of feedback. ✨"" ""client love right here."" ""10/10 would read again.""",Praise,0.9284708,True,2,Positive,tfidf_fallback,113,1,1.02,Low
com.instagram.android,instagram,oo hai,5,0,2026-07-29 07:44:13,,,play_store,oo hai,Complaint,0.4885717,True,0,Neutral,tfidf_fallback,115,1,3.52,Low
com.instagram.android,instagram,follow up,5,0,2026-07-29 07:44:13,,,play_store,follow up,Bug,0.37954485,True,0,Neutral,tfidf_fallback,116,1,4.52,Medium
com.instagram.android,instagram,✌👌👌👌,5,0,2026-07-29 07:43:43,,,play_store,✌👌👌👌,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,117,1,3.52,Low
com.instagram.android,instagram,om namaha shivaya,4,0,2026-07-29 07:42:59,,,play_store,om namaha shivaya,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,118,1,4.27,Medium
com.instagram.android,instagram,You Anti-India. I hate you.,1,1,2026-07-29 07:42:18,,,play_store,you anti-india. i hate you.,Praise,0.46495417,True,-1,Negative,tfidf_fallback,120,1,4.366,Medium
com.instagram.android,instagram,it is very good Instagram best popular app and connecting all over world . it's play very simple and easy so apply in life it is very important of life,5,0,2026-07-29 07:40:54,,,play_store,it is very good instagram best popular app and connecting all over world . it's play very simple and easy so apply in life it is very important of life,Praise,0.77944285,True,3,Positive,tfidf_fallback,121,1,1.02,Low
com.instagram.android,instagram,happy,5,0,2026-07-29 07:38:57,,,play_store,happy,Praise,0.68591714,True,0,Neutral,tfidf_fallback,122,1,1.02,Low
com.instagram.android,instagram,इसको बन करो,1,0,2026-07-29 07:38:22,,,play_store,इसको बन करो,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,123,1,6.52,High
com.instagram.android,instagram,جب سےی چار ہم ی بطچچچطچمنچ شپ،ششبنچب مشچ،شششچچچھےھطشی عچچشچ طہ,1,0,2026-07-29 07:35:22,,,play_store,جب سےی چار ہم ی بطچچچطچمنچ شپ،ششبنچب مشچ،شششچچچھےھطشی عچچشچ طہ,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,124,1,6.52,High
com.instagram.android,instagram,superrr....,5,0,2026-07-29 07:34:29,,,play_store,superrr....,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,126,1,3.52,Low
com.instagram.android,instagram,my 5account was suspended pls take i will gave only one star,4,0,2026-07-29 07:32:41,,,play_store,my 5account was suspended pls take i will gave only one star,Complaint,0.49228376,True,0,Neutral,tfidf_fallback,128,1,4.27,Medium
com.instagram.android,instagram,Inta Insta,5,0,2026-07-29 07:30:19,,,play_store,inta insta,Praise,0.685244,True,0,Neutral,tfidf_fallback,129,1,1.02,Low
com.instagram.android,instagram,"I don't know what happened in the latest update, but it keeps crashing when I try to reply to messages 😭",1,0,2026-07-29 07:27:58,,,play_store,"i don't know what happened in the latest update, but it keeps crashing when i try to reply to messages 😭",Bug,0.51597273,True,0,Neutral,tfidf_fallback,130,1,7.52,High
com.instagram.android,instagram,athrav wadhai_ call _me _atharva _143_,5,0,2026-07-29 07:26:53,,,play_store,athrav wadhai_ call _me _atharva _143_,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,131,1,3.52,Low
com.instagram.android,instagram,romil vjhbh,5,0,2026-07-29 07:25:16,,,play_store,romil vjhbh,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,132,1,3.52,Low
com.instagram.android,instagram,bad app,1,0,2026-07-29 07:23:27,,,play_store,bad app,Bug,0.59667075,True,-1,Negative,tfidf_fallback,133,1,7.52,High
com.instagram.android,instagram,"calls hardly work, and they disable your account for nothing🙄",1,1,2026-07-29 07:22:20,,,play_store,"calls hardly work, and they disable your account for nothing🙄",Complaint,0.89125985,True,0,Neutral,tfidf_fallback,134,1,6.866,High
com.instagram.android,instagram,accah hai expirencd,5,1,2026-07-29 07:22:07,,,play_store,accah hai expirencd,Complaint,0.4885717,True,0,Neutral,tfidf_fallback,136,1,3.866,Low
com.instagram.android,instagram,"If I didn't need a place to share my work for my business, I wouldn't be using this ad infested junk app.",1,0,2026-07-29 07:21:19,,,play_store,"if i didn't need a place to share my work for my business, i wouldn't be using this ad infested junk app.",Complaint,0.81301016,True,0,Neutral,tfidf_fallback,139,1,6.52,High
com.instagram.android,instagram,❤️❤️❤️,5,1,2026-07-29 07:20:50,,,play_store,❤️❤️❤️,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,140,1,3.866,Low
com.instagram.android,instagram,this application very bad my many many account suspend this is very bad application 🥺👎👎👎👎,1,0,2026-07-29 07:18:40,,,play_store,this application very bad my many many account suspend this is very bad application 🥺👎👎👎👎,Complaint,0.91156393,True,-1,Negative,tfidf_fallback,141,1,6.52,High
com.instagram.android,instagram,kanhiayanayak,5,0,2026-07-29 07:18:34,,,play_store,kanhiayanayak,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,142,1,3.52,Low
com.instagram.android,instagram,"Respected Instagram Support Team, My account @[_xgautam] has been suspended. I request you to kindly review my account. I believe this suspension may have occurred due to a mistake or misunderstanding. I have always tried to follow Instagram's Community Guidelines and Terms of Use. If any of my posts or activities violated the guidelines unintentionally, I apologize for that. It will not happen again. This account is important for my [personal use / business / work]. I request you to u",2,0,2026-07-29 07:18:22,,,play_store,"respected instagram support team, my account @[_xgautam] has been suspended. i request you to kindly review my account. i believe this suspension may have occurred due to a mistake or misunderstanding. i have always tried to follow instagram's community guidelines and terms of use. if any of my posts or activities violated the guidelines unintentionally, i apologize for that. it will not happen again. this account is important for my [personal use / business / work]. i request you to u",Complaint,0.8973235,True,0,Neutral,tfidf_fallback,143,1,5.77,Medium
com.instagram.android,instagram,"It takes too long to connect live with your friends, it is easily accessible unfortunately by hackers phishers, cops, digital pirates and remixers and America needs to be made Safe again! Good way to make videos with your contacts or network.",3,0,2026-07-29 07:17:13,,,play_store,"it takes too long to connect live with your friends, it is easily accessible unfortunately by hackers phishers, cops, digital pirates and remixers and america needs to be made safe again! good way to make videos with your contacts or network.",Complaint,0.7970024,True,1,Positive,tfidf_fallback,144,1,5.02,Medium
com.instagram.android,instagram,Very bad app. Girls always block me whenever I propose to them. Please remove the block option first..... 🥺,2,0,2026-07-29 07:17:09,,,play_store,very bad app. girls always block me whenever i propose to them. please remove the block option first..... 🥺,Complaint,0.94187194,True,-1,Negative,tfidf_fallback,145,1,5.77,Medium
com.instagram.android,instagram,It will not allow me to permanently delete my account,1,0,2026-07-29 07:16:23,,,play_store,it will not allow me to permanently delete my account,Complaint,0.9349375,True,0,Neutral,tfidf_fallback,146,1,6.52,High
com.instagram.android,instagram,💯🔥,5,0,2026-07-29 07:16:08,,,play_store,💯🔥,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,147,1,3.52,Low
com.instagram.android,instagram,"Feature Request: 250 Character Limit & Custom Fonts for Bios Please consider increasing the profile bio limit from 150 to 250 characters. The current limit is too short for creators and students to share complete details about projects and links. Additionally, adding built-in font style options inside the app would allow users to customize their profiles safely without relying on third-party font generators.",5,0,2026-07-29 07:15:12,,,play_store,"feature request: 250 character limit & custom fonts for bios please consider increasing the profile bio limit from 150 to 250 characters. the current limit is too short for creators and students to share complete details about projects and links. additionally, adding built-in font style options inside the app would allow users to customize their profiles safely without relying on third-party font generators.",Complaint,0.9353449,True,0,Neutral,tfidf_fallback,148,1,3.52,Low
com.instagram.android,instagram,the chats are automatically deleting,1,0,2026-07-29 07:14:19,,,play_store,the chats are automatically deleting,Complaint,0.7111449,True,0,Neutral,tfidf_fallback,149,1,6.52,High
com.instagram.android,instagram,superana rings ellame nammalala download pannika mudiyathu odavum mudiyathu kfinds kitta pesa mudiyathu,5,0,2026-07-29 07:12:09,,,play_store,superana rings ellame nammalala download pannika mudiyathu odavum mudiyathu kfinds kitta pesa mudiyathu,Complaint,0.4569194,True,0,Neutral,tfidf_fallback,150,1,3.52,Low
com.instagram.android,instagram,ham log sabka id ban kyon kar raha hai,1,0,2026-07-29 07:09:56,,,play_store,ham log sabka id ban kyon kar raha hai,Complaint,0.75058216,True,0,Neutral,tfidf_fallback,152,1,6.52,High
com.instagram.android,instagram,amazing app,5,0,2026-07-29 07:09:23,,,play_store,amazing app,Praise,0.92469525,True,1,Positive,tfidf_fallback,153,1,1.02,Low
com.instagram.android,instagram,kiccha❤️,5,0,2026-07-29 07:07:49,,,play_store,kiccha❤️,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,155,1,3.52,Low
com.instagram.android,instagram,ham ne aab tak 10,5,0,2026-07-29 07:07:33,,,play_store,ham ne aab tak 10,Complaint,0.46711525,True,0,Neutral,tfidf_fallback,156,1,3.52,Low
com.instagram.android,instagram,Not good,1,0,2026-07-29 07:06:12,,,play_store,not good,Praise,0.8022094,True,1,Positive,tfidf_fallback,158,1,4.02,Medium
